,review,playtime_at_review,num_games_owned,voted_up,review_length,processed_review
270,"WARNING LOW VISION PLAYERS, or any player needing larger UI & font/text size & scaling for your setup...

Game currently has no accessibility option for increasing UI/font/text size!

There is an option for dialog text size, but not for majority of other text in UI menus, tooltips, etc. which is more critical to read during gameplay, since the dialog has voice acting anyway.

This makes me very sad & disappointed as a low vision disabled player because I really enjoy these types of games and wanna play this highly anticipated game, but currently cannot because it strains my eyes too much trying to read the tiny text everywhere.

I hope to update my review to Recommend once larger UI/font/text size is supported, and I really wish developers are more inclusive & mindful of disabled people as a launch priority rather than some backlog feature months/years later -- not everyone can see/hear/control games in a single ""standard"" experience, and it further reinforces the treatment of disabled gamers' needs as inferior & unimportant.",2.466666666666667,0,0,171,warning low vision player player needing larger ui font text size scaling setup game currently accessibility option increasing ui font text size option dialog text size majority text ui menu tooltips etc critical read gameplay since dialog voice acting anyway make sad disappointed low vision disabled player really enjoy type game wan na play highly anticipated game currently strain eye much trying read tiny text everywhere hope update review recommend larger ui font text size supported really wish developer inclusive mindful disabled people launch priority rather backlog feature month year later everyone see hear control game single standard experience reinforces treatment disabled gamers need inferior unimportant
271,I loved the gay sex,25.9,150,1,5,loved gay sex
272,Walked in on a Bugbear and a troll having sex in a barn. 10/10 game,30.183333333333334,0,1,15,walked bugbear troll sex barn game
273,"Baldur's Gate 3 is a masterpiece that seamlessly marries rich storytelling, strategic gameplay, and stunning visuals, creating an unforgettable gaming experience. Loyal to its revered predecessors, this title takes the classic role-playing formula to new heights. The game's narrative depth is enthralling, weaving a complex tapestry of choices, consequences, and character development that captivates players from the outset.

Visually, Baldur's Gate 3 is a spectacle to behold. The meticulously crafted environments, from lush forests to eerie dungeons, exude a sense of wonder and immersion. The attention to detail extends to the character designs, each brimming with personality and uniqueness.

What truly sets Baldur's Gate 3 apart is its strategic gameplay. The turn-based combat system is a cerebral dance of tactics and skill, demanding players to carefully plan each move while adapting to the unpredictable ebb and flow of battles. The depth of character customization and the variety of abilities ensure that every encounter feels fresh and challenging.

Moreover, the game's dedication to player agency is commendable. Choices, both big and small, reverberate throughout the storyline, influencing alliances, betrayals, and the very fate of the world. This dynamic storytelling approach creates a sense of ownership over the narrative, elevating the emotional investment to unprecedented levels.

The companions in Baldur's Gate 3 are not mere tag-alongs; they are fully-fledged characters with their own backstories, motivations, and unique abilities. Each companion is intricately designed, and interacting with them uncovers layers of complexity that invite players to form genuine connections. This fosters a sense of camaraderie and investment, turning these digital allies into essential components of the player's journey.

The companions' reactions and interactions dynamically respond to the player's choices and actions, creating a living, breathing party dynamic that mirrors the unpredictability of real-life relationships. This system prompts players to carefully consider their decisions, knowing that they can impact not only the main character but also these companions who have become integral to the narrative.

Furthermore, the companion system provides an additional avenue for players to engage with the game's strategic elements. Each companion brings a distinct set of skills and abilities to the table, contributing to the complexity of battles and puzzle-solving. This encourages experimentation and fosters a sense of synergy as players mix and match their party members to overcome challenges.

In conclusion, Baldur's Gate 3 is a symphony of artistry, strategy, and storytelling that stands as a testament to the heights that modern RPGs can achieve. It envelops players in a captivating journey, offering a tantalizing glimpse of the limitless possibilities within the gaming medium.
",39.666666666666664,1262,1,424,baldur gate masterpiece seamlessly marries rich storytelling strategic gameplay stunning visuals creating unforgettable gaming experience loyal revered predecessor title take classic role playing formula new height game narrative depth enthralling weaving complex tapestry choice consequence character development captivates player outset visually baldur gate spectacle behold meticulously crafted environment lush forest eerie dungeon exude sense wonder immersion attention detail extends character design brimming personality uniqueness truly set baldur gate apart strategic gameplay turn based combat system cerebral dance tactic skill demanding player carefully plan move adapting unpredictable ebb flow battle depth character customization variety ability ensure every encounter feel fresh challenging moreover game dedication player agency commendable choice big small reverberate throughout storyline influencing alliance betrayal fate world dynamic storytelling approach creates sense ownership narrative elevating emotional investment unprecedented level companion baldur gate mere tag alongs fully fledged character backstories motivation unique ability companion intricately designed interacting uncovers layer complexity invite player form genuine connection foster sense camaraderie investment turning digital ally essential component player journey companion reaction interaction dynamically respond player choice action creating living breathing party dynamic mirror unpredictability real life relationship system prompt player carefully consider decision knowing impact main character also companion become integral narrative furthermore companion system provides additional avenue player engage game strategic element companion brings distinct set skill ability table contributing complexity battle puzzle solving encourages experimentation foster sense synergy player mix match party member overcome challenge conclusion baldur gate symphony artistry strategy storytelling stand testament height modern rpgs achieve envelops player captivating journey offering tantalizing glimpse limitless possibility within gaming medium
274,why is everyone in my party so hot,30.283333333333335,1398,1,8,everyone party hot
275,"I never felt this respected and valued as a player, it was the most perfect 10\10 experience I've had, Baldur's Gate 3 is not just another GOTY, its a game that will shape this genre for generations to come, its the Mona Lisa or even the great pyramids of gaming that every single developer should look at and admire the way it was crafted. 


Thank you Larian studios, you created a one of a kind masterpiece. 
",200.46666666666667,534,1,76,never felt respected valued player perfect experience baldur gate another goty game shape genre generation come mona lisa even great pyramid gaming every single developer look admire way crafted thank larian studio created one kind masterpiece
276,"peak rpg, we’re so back. Game of the year",3.1666666666666665,0,1,9,peak rpg back game year
277,"After I bought Baldur's Gate 3 my penis grew 3 inches. 
Great Game; Results may vary.",97.15,0,1,16,bought baldur gate penis grew inch great game result may vary
278,"Phenomenally good. One of the best games in long time. Even better so, it makes other dev's cry and complain.",72.66666666666667,97,1,20,phenomenally good one best game long time even better make dev cry complain
279,KARLACH ENJOYERS RISE UP,76.81666666666666,163,1,4,karlach enjoyer rise
280,"I know my opinion is VERY unpopular, but I'm honestly struggling big time to get into this game.  20+ hours in and I still find it somewhat boring.  No idea what all the hype is about, but I'm done with it for now.",23.216666666666665,0,0,43,know opinion unpopular honestly struggling big time get game hour still find somewhat boring idea hype done
281,"⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸
⣿⠏⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡯⢸",22.15,87,1,13,
282,act 1 & act 2 are pretty well designed and interesting. act 3 writing and design and implementation all suck. kinda ruins everything act 1&2 were building towards too. i really wanna enjoy this but act 3 is a MESS,72.43333333333334,354,0,40,act act pretty well designed interesting act writing design implementation suck kinda ruin everything act building towards really wan na enjoy act mess
283,"Baldur's Gate 3 is the best RPG in years. 

Baldur's Gate 3 is the game of 2023 I have played. 

10/10 Most have 


Baldur's Gate 3 should win Steam Awards",3.316666666666667,456,1,30,baldur gate best rpg year baldur gate game played baldur gate win steam award
284,"Surely the least contentious GOTY pick of all time. It's unbelievable how much incredible work and passion was poured into this game. And even as someone who doesn't have much DnD experience or any experience playing previous BG games, what I've played so far has been a real treat.",40.06666666666667,2502,1,49,surely least contentious goty pick time unbelievable much incredible work passion poured game even someone much dnd experience experience playing previous bg game played far real treat
285,In love with an abusive green woman who hates everyone,89.48333333333333,141,1,10,love abusive green woman hate everyone
286,"Will get hate for this, but want to voice that this game is not for everyone.

The sheer amount of micromanagement you have to do in this game drove me crazy. Companions are all unrealisticly horny to the point that its just annoying. Have to go back to camp and long rest after every couple combat encounters unless you want all your party members to just whack stuff.",36.65,0,0,68,get hate want voice game everyone sheer amount micromanagement game drove crazy companion unrealisticly horny point annoying go back camp long rest every couple combat encounter unless want party member whack stuff
287,The BG3 addiction is [b]very real[/b]. Glad I only started this amazing game after finishing my dissertation.,16.166666666666668,110,1,17,bg addiction real glad started amazing game finishing dissertation
288,GOTY 2023: STARFIELD,11.666666666666666,1533,1,3,goty starfield
289,"First ever review on any game since 2010 if I remember correctly. 
Also a huge FRP and DND fan so its not shocking for me to say I like the game but.

The game is so good that I want to stop playing it cause it saddens me knowing that it will end.
At the same time I cant stop playing it cause the game is so f***king good.
Respect for the effort once in a life time of a game maybe. Wait for your time, when its right , buy it and play it.",21.383333333333333,376,1,95,first ever review game since remember correctly also huge frp dnd fan shocking say like game game good want stop playing cause saddens knowing end time cant stop playing cause game king good respect effort life time game maybe wait time right buy play
290,"So I owe Larian Studios an apology, I stated some years ago that I believed they ran off with our Beta money. I am very happy to report I was 9000% wrong. Great Game!",746.2166666666667,0,1,34,owe larian studio apology stated year ago believed ran beta money happy report wrong great game
291,"The classic Baldur's Gate saga is one of gaming's great cRPG experiences. When Larian announced they are going to release a sequel I was skeptical. Well regarded for its Divinity series, particularly the Original Sin prequels, Larian's games while most definitely good, were entirely different breeds of cRPG. Besides, the Throne of Bhaal had concluded the saga perfectly more than 20 years ago. Why create a sequel to a story that didn't really need one? Whatever the case an opportunity to return to the Forgotten Realms was not one I could possibly pass on. Time passed and Baldur's Gate 3 was released, since then it has been hailed as one of the best, if not the best, cRPGs ever. The bar has been set high. Let's see if I can agree.

The game starts fairly typically with the character creation screen. It follows a tweaked version of D&D's 5th edition ruleset, some of the tweaks, including the changes to character creation, are rather questionable. Alignment is gone and racial differences diminished for poorly defined reasons. Another surprising change was the strangely convoluted way of picking your character's sex, which is that you don't. Instead, you pick body-type and then genitalia. Those quirks aside, I do wish that the character screens in the game would provide better and more detailed information. It was a bit of a shame I couldn't plan my character's development without looking up resources online. Whatever the case, there is still enough D&D goodness here to allow for some interesting characters. There is also a selection of pre-made characters, called origins, which will become companions if they are not selected, and a unique origin called the Dark Urge which puts you in the boots of yet another Bhaalspawn. That one is for a second, more morally ambiguous, run.

After character creation the game begins in earnest with the protagonist captured and infected by the vile Illithid, aka Mind Flayers, doomed to become one of them. Here, the game really goes all out with the spectacle. Amazing Cthulhu-esque characters and areas that look like something out of an HR Giger book litter the prologue. Adorned with epic battles as the flying ship the protagonist was imprisoned aboard fights its way through the Hells. The game deserves all the praise it gets and more for its graphics and visual design. It is perhaps the first thing one notices but I don't think I've seen a classic isometric cRPG that looked this good before. I'm always quick to say that such games don't need to look great, just reasonably pleasant, as long as they play well. But if I can get a game that looks like this and plays well, that's unquestionably better. The experience is elevated further by the game's excellent music and voice acting. The production values are through the roof. This is triple-A meets old-school done right. 

After the prologue, the game follows the now infected protagonist and their party, as they make their journey towards the great city of Baldur's Gate. On the way, they encounter more and more people infected by the Mind Flayer parasites and become embroiled in a suitably grand conflict that may decide the fate of Faerun. The game is divided in 3 main acts, each located in a different area. Early on the player has little knowledge of the grand plot brewing in the shadows and the game does an excellent job conveying this feeling of uncertainty and mystery. It bombards you with questions and gives few answers, which only generate more questions and keep the tension high. Who is your mysterious benefactor? What is the Absolute? Why haven't you turned into a Mind Flayer yet? This early phase of the game was easily my favourite. I was trying to understand what was happening and explore the world around me. A world which is filled with side-content that is still compelling enough to explore even as I struggled with the main plot's great questions. Then I finally got my answers... and I was underwhelmed.

Arguably, the game's greatest flaw is that it doesn't feel like it delivers on its promise story-wise. It sets the expectations sky high and maintains those expectations almost till the end. But I found the final act of the game and the resolution to the story rather lacklustre. Whereas early on, you are given the option to be good or evil, support different factions and see different results, by the game's final act the plot is more or less railroading you towards the same end. Your earlier choices don't matter all that much and in fact it becomes rather clear that the good path is definitely better developed. The conclusion to the story, as well as the reveal of your benefactor's identity left me incredulous and I felt that the whole Mind Flayer brouhaha, including the process of turning into one, was explained in a haphazard way that simply muddled the world's lore. It is a bit of a shame because the final act is easily the one with the most throwbacks to the older games as it takes place in the city of Baldur's Gate itself. 

The characters that can join the player's party are comprised of the available origins that weren't picked, as well as a few extras that come later on in the story. Luckily they are for the most part interesting and compelling to interact with and learn more about. When following the player they will also interact with the world and flesh out the experience, they will give quests, have wants and preferences. It is unfortunate you can only have 3 companions with you at a time, as it means that much of the content of the others will be missed. I would have much preferred if all companions followed the player and interacted with the world, even if only 3 fought with them in combat. It would be no less arbitrary a restriction. A pet peeve worth mentioning here is their romantic aspect. The companions are way too horny and eager to hit on the player, irrespectively of sex. Here you are spending a tender moment with one of your male companions and all of a sudden you are gay. Deny them and you are the bad guy. It's like non-romantic friendship does not exist in this world. Sigh. 

Gameplay wise the game is, again, at the top of its game. There is a lot that the player can do and a lot of ways to do them. The game often feels like a sandbox that invites the player to think out of the box and attempt solutions that don't follow typical game logic. I will admit much of this is not really very D&D-like. The game feels and plays a lot more like an Original Sin sequel, its fondness of elemental terrain included, just with a coat of D&D paint on it. The tweaks in the rules do work generally in its favour here, though I did get the feeling that Original Sin 2 could handle this kind of gameplay better than Baldur's Gate 3 anyway and I'm not without my pet peeves. For example only being able to cast speak with the dead once per corpse and having your opportunity to speak taken away from you if you forgot to disguise yourself first, unless you reload that is, or Larian's bizarre inability to understand the value of heavy armour. Nitpicking aside though, the game is a blast to play, absolutely enjoyable, as well as fairly deep and rich in options. 

So, is this the best cRPG ever made or what? Well no, it's not. It's not even the best Baldur's Gate tribute of recent years, that is Pathfinder Kingmaker. Unsurprisingly, this felt more like Original Sin 3 rather than Baldur's Gate 3. Of course Original Sin is a great series, so that's not necessarily bad, but its focus and playstyle does differ. As such, this merger feels somewhat less focused. I also found the resolution to the story rather disappointing. Not bad per se, just unsatisfactory, it left me wanting. It's a good thing Larian is still tweaking the finale adding extras in recent patches, maybe we'll get there in the end. Be that as it may, this is still an impressively well made game that deserves to be played and then played some more. I absolutely recommend it to all fans of cRPGs out there.",285.53333333333336,2233,1,1407,classic baldur gate saga one gaming great crpg experience larian announced going release sequel skeptical well regarded divinity series particularly original sin prequels larian game definitely good entirely different breed crpg besides throne bhaal concluded saga perfectly year ago create sequel story really need one whatever case opportunity return forgotten realm one could possibly pas time passed baldur gate released since hailed one best best crpgs ever bar set high let see agree game start fairly typically character creation screen follows tweaked version th edition ruleset tweak including change character creation rather questionable alignment gone racial difference diminished poorly defined reason another surprising change strangely convoluted way picking character sex instead pick body type genitalia quirk aside wish character screen game would provide better detailed information bit shame plan character development without looking resource online whatever case still enough goodness allow interesting character also selection pre made character called origin become companion selected unique origin called dark urge put boot yet another bhaalspawn one second morally ambiguous run character creation game begin earnest protagonist captured infected vile illithid aka mind flayers doomed become one game really go spectacle amazing cthulhu esque character area look like something hr giger book litter prologue adorned epic battle flying ship protagonist imprisoned aboard fight way hell game deserves praise get graphic visual design perhaps first thing one notice think seen classic isometric crpg looked good always quick say game need look great reasonably pleasant long play well get game look like play well unquestionably better experience elevated game excellent music voice acting production value roof triple meet old school done right prologue game follows infected protagonist party make journey towards great city baldur gate way encounter people infected mind flayer parasite become embroiled suitably grand conflict may decide fate faerun game divided main act located different area early player little knowledge grand plot brewing shadow game excellent job conveying feeling uncertainty mystery bombard question give answer generate question keep tension high mysterious benefactor absolute turned mind flayer yet early phase game easily favourite trying understand happening explore world around world filled side content still compelling enough explore even struggled main plot great question finally got answer underwhelmed arguably game greatest flaw feel like delivers promise story wise set expectation sky high maintains expectation almost till end found final act game resolution story rather lacklustre whereas early given option good evil support different faction see different result game final act plot le railroading towards end earlier choice matter much fact becomes rather clear good path definitely better developed conclusion story well reveal benefactor identity left incredulous felt whole mind flayer brouhaha including process turning one explained haphazard way simply muddled world lore bit shame final act easily one throwback older game take place city baldur gate character join player party comprised available origin picked well extra come later story luckily part interesting compelling interact learn following player also interact world flesh experience give quest want preference unfortunate companion time mean much content others missed would much preferred companion followed player interacted world even fought combat would le arbitrary restriction pet peeve worth mentioning romantic aspect companion way horny eager hit player irrespectively sex spending tender moment one male companion sudden gay deny bad guy like non romantic friendship exist world sigh gameplay wise game top game lot player lot way game often feel like sandbox invite player think box attempt solution follow typical game logic admit much really like game feel play lot like original sin sequel fondness elemental terrain included coat paint tweak rule work generally favour though get feeling original sin could handle kind gameplay better baldur gate anyway without pet peeve example able cast speak dead per corpse opportunity speak taken away forgot disguise first unless reload larian bizarre inability understand value heavy armour nitpicking aside though game blast play absolutely enjoyable well fairly deep rich option best crpg ever made well even best baldur gate tribute recent year pathfinder kingmaker unsurprisingly felt like original sin rather baldur gate course original sin great series necessarily bad focus playstyle differ merger feel somewhat le focused also found resolution story rather disappointing bad per se unsatisfactory left wanting good thing larian still tweaking finale adding extra recent patch maybe get end may still impressively well made game deserves played played absolutely recommend fan crpgs
292,"We had it really good with Divinity: Original Sin 2, but Baldur's Gate 3 is on another level. And it certainly is the ""masterpiece"" of Larian Studios. At least, so far...

""Baldur's Gate"" has a huge legacy for cRPGs, and this one rightfully deserves to be called as part of that legacy. You can feel the love and passion Larian poured into this in every step of the way and it definitely gives a unique and unforgettable experience. 

And it still keeps getting better with every single patch, even though this is no live-service game...",413.81666666666666,1461,1,95,really good divinity original sin baldur gate another level certainly masterpiece larian studio least far baldur gate huge legacy crpgs one rightfully deserves called part legacy feel love passion larian poured every step way definitely give unique unforgettable experience still keep getting better every single patch even though live service game
293,"Baldur's Gate 3 is one of the greatest games of all time. It takes players on an incredible journey full of adventure, thrilling battles, exciting characters, and intricate storytelling that gets better with each playthrough. The game offers a deep RPG-style experience that is unique and immersive, allowing for hours of replayability. The graphics and sound design are top-notch and offer an eye-pleasing aesthetic that only adds to the experience. Not to mention, the replay value of the game is immense, as no two playthroughs will ever be the same. Whether you're a fan of Baldur's Gate or a newcomer to the series, this game is sure to provide an unforgettable experience that you will keep coming back to.

I'm going to hang you by a fucking noose if you think this deserves GOTY. Western Propaganda and filled with agendas. What a joke and it's not even a 2023 game dumb mother fucking faggots.",8.916666666666666,0,1,154,baldur gate one greatest game time take player incredible journey full adventure thrilling battle exciting character intricate storytelling get better playthrough game offer deep rpg style experience unique immersive allowing hour replayability graphic sound design top notch offer eye pleasing aesthetic add experience mention replay value game immense two playthroughs ever whether fan baldur gate newcomer series game sure provide unforgettable experience keep coming back going hang fucking noose think deserves goty western propaganda filled agenda joke even game dumb mother fucking faggot
294,"I've never been fan of dice and rng games but i really love the story the gameplay,character creation, the choices you can make, the game had so much i love more than i was expecting i really recommend the game",235.28333333333333,1106,1,40,never fan dice rng game really love story gameplay character creation choice make game much love expecting really recommend game
295,"Only the first act of this game is interesting. Beyond that, I personally lose interest quite quickly. Also, I don't enjoy my companions lusting at me every second when I simply try to be their friend (you can imagine my shock when experiencing the weave with Gale went from a platonic experience to one involving lust especially after he just finished explaining how much he loves Mystra). I tried to enjoy this game, but I found none playing it.",80.9,0,0,79,first act game interesting beyond personally lose interest quite quickly also enjoy companion lusting every second simply try friend imagine shock experiencing weave gale went platonic experience one involving lust especially finished explaining much love mystra tried enjoy game found none playing
296,5/5,122.01666666666667,9579,1,1,
297,"Let me start by saying ""Buldur's Gate 3 is a great game"".
However i have some grief with it. My main problem is its combat system. It feels clunky, stiff and too random. And it is like that, because it is adopted from Dungeons and Dragons (table top pen and paper game) with all it's limitations. I feel like the gaming medium allows for far better systems (developers already made them in previous games).
So let me go through, why dnd combat system makes this game frustrating. When you try to attack an enemy you roll your chance to hit against their defence (or they roll their defence against your static attack value if you cast a spell). These rolls modified by different stats of your character and the enemy, but because enemies get stronger as the game progresses, this hit chance is around the same number, let's say 50%. On top of that, the damage you deal is determined by a dice roll (like 1-6, 1-8, 1-10) before modifiers. So it creates a situation, when you try to attack, your damage is determined by a random number among [0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,7,8,9,10,11] 
(all 0's are misses)
So majority of a time you attack does nothing, or very little.
And it would've been fine, if you weren't limited to mostly 1 action per your turn. This means that there is a pretty high probability that your character will make little to nothing impact for multiple times in a row. 

If you are playing a caster character the combat is even worse. All your strong spells are limited by number of times you can cast them before you rest and replenish them. (Strong spells still can be dodged by enemies, or do minimum damage). This is just like in dnd, but unlike in dnd, in BD3 you have combat encounters every 10 minutes. This means that, as a caster, most of the time, you do just normal attacks because you run out of spell slots (or trying to conserve them). Resting after every combat encounter or two seems pretty impractical, because resting advances time in a game and can fail some quests for you.

I know that the idea behind this game was to make a dnd game, and dnd fans would love it. But in my expirience, it's not combat that makes dnd fun, but freeform improvise roleplay players and dm do. And dnd's roleplay isn't possible to adapt to videogame (atleast for now). 
So in the end, video games that try to stay true to dnd feel off to me. 
When you try to adapt dnd, you have this amazing roleplay part that you can't adapt to vidiogame and a below average combat system...

And for Bd3 roleplay, it's just a branching dialogue tree with skill checks. It's great on it's own, but dnd has so much more. Like half of skills in dnd have aplication in roleplay encounters. And in Bd3 you have these skills, but you don't have a use for them.
Like in dnd you have magehand, illusions and others. You have countless ways to use them in dnd, but while playing Bd3, i haven't found a single use for them so far. Didn't have an option in dialogue to use them so far. Maybe you can use ""charm friend"" in dialogue, but haven't tried it.

I guess, my whole review can be summarised with sentence ""I wish, i was playing divinity 3 instead of Buldur's gate 3"".
Because this game feels like a downgrade from an amazing divinity 2.",8.966666666666667,310,0,591,let start saying buldur gate great game however grief main problem combat system feel clunky stiff random like adopted dungeon dragon table top pen paper game limitation feel like gaming medium allows far better system developer already made previous game let go dnd combat system make game frustrating try attack enemy roll chance hit defence roll defence static attack value cast spell roll modified different stats character enemy enemy get stronger game progress hit chance around number let say top damage deal determined dice roll like modifier creates situation try attack damage determined random number among miss majority time attack nothing little would fine limited mostly action per turn mean pretty high probability character make little nothing impact multiple time row playing caster character combat even worse strong spell limited number time cast rest replenish strong spell still dodged enemy minimum damage like dnd unlike dnd bd combat encounter every minute mean caster time normal attack run spell slot trying conserve resting every combat encounter two seems pretty impractical resting advance time game fail quest know idea behind game make dnd game dnd fan would love expirience combat make dnd fun freeform improvise roleplay player dm dnd roleplay possible adapt videogame atleast end video game try stay true dnd feel try adapt dnd amazing roleplay part adapt vidiogame average combat system bd roleplay branching dialogue tree skill check great dnd much like half skill dnd aplication roleplay encounter bd skill use like dnd magehand illusion others countless way use dnd playing bd found single use far option dialogue use far maybe use charm friend dialogue tried guess whole review summarised sentence wish playing divinity instead buldur gate game feel like downgrade amazing divinity
298,"What an amazing adventure this game took me on. It left me stunned at how in-depth and beautiful it was through and through. I look forward to seeing all that BG3 has in-store for my many planned characters.

Congratulations Larian, you have made a wonderful world for us all to enjoy.",14.75,189,1,51,amazing adventure game took left stunned depth beautiful look forward seeing bg store many planned character congratulation larian made wonderful world u enjoy
299,Angry Joe would be so proud right now,17.183333333333334,809,1,8,angry joe would proud right
300,"ɪɴ ᴀ ᴛʜᴏᴜꜱᴀɴᴅ ʏᴇᴀʀꜱ, ᴡʜᴇɴ ɪ'ᴠᴇ ᴀʟʟ ʙᴜᴛ ꜰᴏʀɢᴏᴛᴛᴇɴ ʜᴏᴡ ᴛᴏ ʟᴏᴠᴇ ʏᴇᴛ ᴀɢᴀɪɴ, ʏᴏᴜ'ʟʟ ꜰʟɪᴛ ʙᴀᴄᴋ ɪɴᴛᴏ ᴍʏ ʜᴇᴀʀᴛ, ᴀɴᴅ ɪ'ʟʟ ᴡᴇᴇᴘ... ᴡᴏɴᴅᴇʀɪɴɢ ᴡʜᴀᴛ ʜᴀᴘᴘᴇɴᴇᴅ ᴛᴏ ᴍʏ ᴍᴀᴅ ʟᴏᴠᴇ.",114.1,918,1,30,
301,I'm gay,164.93333333333334,0,1,2,gay
302,Only the very fist map of the game worth 60$ let alone the entire game. This game is definitely in my top 5 games of all time and i have only just begun. Baldur's Gate 3 is vast like an ocean and as deep as Mariana trench.,30.633333333333333,787,1,47,fist map game worth let alone entire game game definitely top game time begun baldur gate vast like ocean deep mariana trench
303,Contender for game of the decade,38.18333333333333,271,1,6,contender game decade
304,"allow us to change appearance mid-game & transmog please & thank you!

one issue i do have (besides some bugs)
if you're in co-op and everyone goes to prison, its a nightmare to sort through the belongings chest cause EVERYONES belongings are in *that* chest.
make separate chests for each player's loot or have it so it only shows YOUR belongings in the chest, it's honestly best to just reload the save back and not *ever* go to prison until they've fixed it for co-op or even single player",13.7,237,1,89,allow u change appearance mid game transmog please thank one issue besides bug co op everyone go prison nightmare sort belonging chest cause everyones belonging chest make separate chest player loot show belonging chest honestly best reload save back ever go prison fixed co op even single player
305,"titties
",121.41666666666667,0,1,1,titty
306,"I am a 53 year old that has played games when they came out. I have played D&D games from pen and paper, SSR games to BG1,2 and now 3. I am hitting an historic high level. This game is the new standard, and a blueprint of the future of gaming. BG3 hits every mark, it's polished, rich in story, and character depth. Larian has done it again, I hope they stay together and keep doing what they have done.",13.416666666666666,0,1,80,year old played game came played game pen paper ssr game bg hitting historic high level game new standard blueprint future gaming bg hit every mark polished rich story character depth larian done hope stay together keep done
307,In a world full of EAs and Ubisofts…be a Larian ❤️,269.1166666666667,0,1,11,world full ea ubisofts larian
308,"This game is a masterpiece. Don't hesitate and buy. This is a once in a decade game, in a era of micro transactions and perpetual alpha/beta, Larian raised the bar.",297.65,80,1,30,game masterpiece hesitate buy decade game era micro transaction perpetual alpha beta larian raised bar
309,"Beat the game by throwing a severed clown leg at the final boss; 10/10

But seriously, one of the greatest- if not the greatest- RPGs of all time. Lives up to the previous games and then surpasses them. The writing is stellar, the characters sympathetic yet varied, and the combat requires a decent amount of thought and strategy. 

It's constantly surprising, and it's gripping throughout. It moves between horror and comedy and action effortlessly, succeeds in all of them, and rarely falls back on cliche. 

It's weakest when it's referencing the old material, which comes across as fan service; [spoiler]Minsc[/spoiler] turns up for example, telling all the old jokes, and [spoiler]his[/spoiler] character feels paper-thin compared to the new companions. There's also few bugs here and there, which I imagine will be patched in time.

Even so, an absolute triumph, and I cannot wait to see what Larian do next.",152.9,0,1,149,beat game throwing severed clown leg final bos seriously one greatest greatest rpgs time life previous game surpasses writing stellar character sympathetic yet varied combat requires decent amount thought strategy constantly surprising gripping throughout move horror comedy action effortlessly succeeds rarely fall back cliche weakest referencing old material come across fan service spoiler minsc spoiler turn example telling old joke spoiler spoiler character feel paper thin compared new companion also bug imagine patched time even absolute triumph wait see larian next
310,"It's a monumental, once in a lifetime release. I'm grateful to be living in the same era as Baldur's Gate 3. What a game.",90.88333333333334,1237,1,24,monumental lifetime release grateful living era baldur gate game
